Accession,Continent,Block,Capsule_width,Capsule_length,Region
T001,Africa,Block7,5.7,21,Western Africa
T001,Africa,Block7,5.8,20,Western Africa
T001,Africa,Block7,6,22,Western Africa
T001,Africa,Block7,5.7,19,Western Africa
T001,Africa,Block7,5.3,23,Western Africa
T002,Africa,Block2,8.3,18,Western Africa
T002,Africa,Block2,,,Western Africa
T002,Africa,Block2,,,Western Africa
T002,Africa,Block2,6.7,6,Western Africa
T002,Africa,Block2,7.8,26,Western Africa
T003,Africa,Block1,7.1,24,Northern Africa
T003,Africa,Block1,5.9,21,Northern Africa
T003,Africa,Block1,6.8,23,Northern Africa
T003,Africa,Block1,9.6,18,Northern Africa
T003,Africa,Block1,8.8,31,Northern Africa
T004,Africa,Block3,6.3,17,Northern Africa
T004,Africa,Block3,9,19,Northern Africa
T004,Africa,Block3,7.1,25,Northern Africa
T004,Africa,Block3,7.9,25,Northern Africa
T004,Africa,Block3,6.5,22,Northern Africa
T005,Africa,Block2,7.6,26,Northern Africa
T005,Africa,Block2,8.5,28,Northern Africa
T005,Africa,Block2,6.5,27,Northern Africa
T005,Africa,Block2,6.7,27,Northern Africa
T005,Africa,Block2,6.5,28,Northern Africa
T006,Africa,Block2,7.6,25,Northern Africa
T006,Africa,Block2,7.1,26,Northern Africa
T006,Africa,Block2,8.2,29,Northern Africa
T006,Africa,Block2,7.8,32,Northern Africa
T006,Africa,Block2,7.7,25,Northern Africa
T007,Africa,Block8,7.2,23,Northern Africa
T007,Africa,Block8,7.9,24,Northern Africa
T007,Africa,Block8,9.7,23,Northern Africa
T007,Africa,Block8,8,20,Northern Africa
T007,Africa,Block8,8.9,24,Northern Africa
T008,Africa,Block7,,,Eastern Africa
T008,Africa,Block7,,,Eastern Africa
T008,Africa,Block7,,,Eastern Africa
T008,Africa,Block7,,,Eastern Africa
T008,Africa,Block7,,,Eastern Africa
T009,Africa,Block2,7.1,25,Eastern Africa
T009,Africa,Block2,8.7,27,Eastern Africa
T009,Africa,Block2,8.7,30,Eastern Africa
T009,Africa,Block2,9,21,Eastern Africa
T009,Africa,Block2,7.7,28,Eastern Africa
T010,Africa,Block6,6.5,23,Eastern Africa
T010,Africa,Block6,7.4,23,Eastern Africa
T010,Africa,Block6,6.7,23,Eastern Africa
T010,Africa,Block6,7.4,20,Eastern Africa
T010,Africa,Block6,7.4,27,Eastern Africa
T011,Africa,Block4,6.8,25,Northern Africa
T011,Africa,Block4,5.5,15,Northern Africa
T011,Africa,Block4,7.7,19,Northern Africa
T011,Africa,Block4,4.7,14,Northern Africa
T011,Africa,Block4,7.8,23,Northern Africa
T012,Africa,Block3,8.9,11,Northern Africa
T012,Africa,Block3,7.5,19,Northern Africa
T012,Africa,Block3,6.7,21,Northern Africa
T012,Africa,Block3,8.3,19,Northern Africa
T012,Africa,Block3,8.3,23,Northern Africa
T013,Africa,Block6,7.8,25,Northern Africa
T013,Africa,Block6,5.7,19,Northern Africa
T013,Africa,Block6,7,19,Northern Africa
T013,Africa,Block6,6.9,19,Northern Africa
T013,Africa,Block6,7.8,18,Northern Africa
T014,Africa,Block3,7,21,Northern Africa
T014,Africa,Block3,6.6,24,Northern Africa
T014,Africa,Block3,6.9,24,Northern Africa
T014,Africa,Block3,7.7,21,Northern Africa
T014,Africa,Block3,6.5,20,Northern Africa
T015,Africa,Block5,7.2,23,Northern Africa
T015,Africa,Block5,5.1,23,Northern Africa
T015,Africa,Block5,6.8,22,Northern Africa
T015,Africa,Block5,6.3,17,Northern Africa
T015,Africa,Block5,8.2,18,Northern Africa
T016,Africa,Block2,7.5,21,Northern Africa
T016,Africa,Block2,6,16,Northern Africa
T016,Africa,Block2,7.1,18,Northern Africa
T016,Africa,Block2,7.3,23,Northern Africa
T016,Africa,Block2,,,Northern Africa
T017,Africa,Block8,6.9,21,Northern Africa
T017,Africa,Block8,7.8,25,Northern Africa
T017,Africa,Block8,6.6,17,Northern Africa
T017,Africa,Block8,6.6,25,Northern Africa
T017,Africa,Block8,7.5,24,Northern Africa
T018,Africa,Block5,7.4,23,Northern Africa
T018,Africa,Block5,7.2,26,Northern Africa
T018,Africa,Block5,6.6,18,Northern Africa
T018,Africa,Block5,8,23,Northern Africa
T018,Africa,Block5,8.2,25,Northern Africa
T019,Africa,Block8,7.1,21,Northern Africa
T019,Africa,Block8,7.7,24,Northern Africa
T019,Africa,Block8,8,30,Northern Africa
T019,Africa,Block8,7.1,26,Northern Africa
T019,Africa,Block8,7.9,27,Northern Africa
T020,Africa,Block5,6.4,22,Northern Africa
T020,Africa,Block5,6.5,22,Northern Africa
T020,Africa,Block5,8.5,27,Northern Africa
T020,Africa,Block5,6.8,27,Northern Africa
T020,Africa,Block5,6.7,20,Northern Africa
T021,Africa,Block2,6.3,23,Northern Africa
T021,Africa,Block2,7.9,26,Northern Africa
T021,Africa,Block2,6.5,20,Northern Africa
T021,Africa,Block2,7,19,Northern Africa
T021,Africa,Block2,8.2,26,Northern Africa
T022,Africa,Block8,6.4,19,Northern Africa
T022,Africa,Block8,5.5,16,Northern Africa
T022,Africa,Block8,8.4,32,Northern Africa
T022,Africa,Block8,9.6,21,Northern Africa
T022,Africa,Block8,6.4,17,Northern Africa
T023,Africa,Block1,7.7,30,Northern Africa
T023,Africa,Block1,8,27,Northern Africa
T023,Africa,Block1,7,22,Northern Africa
T023,Africa,Block1,7,21,Northern Africa
T023,Africa,Block1,8.4,30,Northern Africa
T024,Africa,Block2,6.1,18,Northern Africa
T024,Africa,Block2,6.8,19,Northern Africa
T024,Africa,Block2,7.3,20,Northern Africa
T024,Africa,Block2,8,30,Northern Africa
T024,Africa,Block2,7.1,25,Northern Africa
T025,Africa,Block2,7.8,25,Northern Africa
T025,Africa,Block2,6.6,23,Northern Africa
T025,Africa,Block2,6.4,24,Northern Africa
T025,Africa,Block2,7.1,21,Northern Africa
T025,Africa,Block2,7.7,26,Northern Africa
T026,Africa,Block8,7.2,23,Northern Africa
T026,Africa,Block8,7.4,21,Northern Africa
T026,Africa,Block8,6.7,19,Northern Africa
T026,Africa,Block8,7.5,21,Northern Africa
T026,Africa,Block8,6.5,23,Northern Africa
T027,Africa,Block6,7.3,21,Northern Africa
T027,Africa,Block6,7.7,25,Northern Africa
T027,Africa,Block6,8.2,24,Northern Africa
T027,Africa,Block6,6.5,19,Northern Africa
T027,Africa,Block6,7.1,23,Northern Africa
T028,Africa,Block3,8,21,Northern Africa
T028,Africa,Block3,7.7,23,Northern Africa
T028,Africa,Block3,7.4,23,Northern Africa
T028,Africa,Block3,6.8,19,Northern Africa
T028,Africa,Block3,7.6,26,Northern Africa
T029,Africa,Block5,5.8,30,Northern Africa
T029,Africa,Block5,6.7,27,Northern Africa
T029,Africa,Block5,6.9,30,Northern Africa
T029,Africa,Block5,9.8,29,Northern Africa
T029,Africa,Block5,8,23,Northern Africa
T030,Africa,Block5,9.2,24,Northern Africa
T030,Africa,Block5,7.1,21,Northern Africa
T030,Africa,Block5,6.2,26,Northern Africa
T030,Africa,Block5,6.4,24,Northern Africa
T030,Africa,Block5,6.6,24,Northern Africa
T031,Africa,Block4,7.4,23,Northern Africa
T031,Africa,Block4,6.5,21,Northern Africa
T031,Africa,Block4,6.4,24,Northern Africa
T031,Africa,Block4,5.2,25,Northern Africa
T031,Africa,Block4,7.2,25,Northern Africa
T032,Africa,Block7,7.1,21,Northern Africa
T032,Africa,Block7,6.5,20,Northern Africa
T032,Africa,Block7,7.2,24,Northern Africa
T032,Africa,Block7,6.8,25,Northern Africa
T032,Africa,Block7,7.3,22,Northern Africa
T033,Africa,Block7,7.2,25,Northern Africa
T033,Africa,Block7,7.2,20,Northern Africa
T033,Africa,Block7,6,19,Northern Africa
T033,Africa,Block7,6.9,27,Northern Africa
T033,Africa,Block7,6.4,21,Northern Africa
T034,Africa,Block5,6.3,23,Northern Africa
T034,Africa,Block5,6.6,24,Northern Africa
T034,Africa,Block5,6.7,24,Northern Africa
T034,Africa,Block5,7.7,28,Northern Africa
T034,Africa,Block5,7.8,25,Northern Africa
T035,Africa,Block5,9.6,24,Northern Africa
T035,Africa,Block5,8.4,24,Northern Africa
T035,Africa,Block5,8,24,Northern Africa
T035,Africa,Block5,8.5,25,Northern Africa
T035,Africa,Block5,8.3,26,Northern Africa
T036,Africa,Block1,8.6,32,Northern Africa
T036,Africa,Block1,8.2,32,Northern Africa
T036,Africa,Block1,8.8,30,Northern Africa
T036,Africa,Block1,9.7,28,Northern Africa
T036,Africa,Block1,8.2,30,Northern Africa
T037,Africa,Block6,6.9,19,Northern Africa
T037,Africa,Block6,8.1,24,Northern Africa
T037,Africa,Block6,7.6,26,Northern Africa
T037,Africa,Block6,8.6,28,Northern Africa
T037,Africa,Block6,9.6,23,Northern Africa
T038,Africa,Block1,8.1,24,Northern Africa
T038,Africa,Block1,9,27,Northern Africa
T038,Africa,Block1,8.4,26,Northern Africa
T038,Africa,Block1,7.4,21,Northern Africa
T038,Africa,Block1,8.3,23,Northern Africa
T039,Africa,Block5,7.6,27,Northern Africa
T039,Africa,Block5,7.6,28,Northern Africa
T039,Africa,Block5,8.9,33,Northern Africa
T039,Africa,Block5,7.4,27,Northern Africa
T039,Africa,Block5,7.5,22,Northern Africa
T040,Africa,Block3,7.6,21,Northern Africa
T040,Africa,Block3,6.6,20,Northern Africa
T040,Africa,Block3,7.6,23,Northern Africa
T040,Africa,Block3,8.2,27,Northern Africa
T040,Africa,Block3,6.2,21,Northern Africa
T041,Africa,Block5,9.9,24,Northern Africa
T041,Africa,Block5,7.1,21,Northern Africa
T041,Africa,Block5,6.5,20,Northern Africa
T041,Africa,Block5,8,30,Northern Africa
T041,Africa,Block5,6.8,23,Northern Africa
T042,Africa,Block1,7.2,21,Northern Africa
T042,Africa,Block1,6.7,21,Northern Africa
T042,Africa,Block1,7.1,23,Northern Africa
T042,Africa,Block1,7.6,25,Northern Africa
T042,Africa,Block1,8.1,25,Northern Africa
T043,Africa,Block4,7,21,Northern Africa
T043,Africa,Block4,6.4,20,Northern Africa
T043,Africa,Block4,6.2,19,Northern Africa
T043,Africa,Block4,6.9,21,Northern Africa
T043,Africa,Block4,7,25,Northern Africa
T044,Africa,Block3,7.2,21,Northern Africa
T044,Africa,Block3,5.7,21,Northern Africa
T044,Africa,Block3,5.7,21,Northern Africa
T044,Africa,Block3,7.5,24,Northern Africa
T044,Africa,Block3,7,25,Northern Africa
T045,Africa,Block8,6.8,25,Northern Africa
T045,Africa,Block8,7.5,25,Northern Africa
T045,Africa,Block8,7.4,26,Northern Africa
T045,Africa,Block8,7.7,25,Northern Africa
T045,Africa,Block8,7.3,24,Northern Africa
T046,Africa,Block1,7.3,26,Northern Africa
T046,Africa,Block1,7.7,26,Northern Africa
T046,Africa,Block1,6.9,21,Northern Africa
T046,Africa,Block1,7.4,30,Northern Africa
T046,Africa,Block1,7.7,26,Northern Africa
T047,Africa,Block5,8.6,24,Northern Africa
T047,Africa,Block5,8.4,27,Northern Africa
T047,Africa,Block5,7.8,26,Northern Africa
T047,Africa,Block5,7.6,25,Northern Africa
T047,Africa,Block5,8.6,29,Northern Africa
T048,Africa,Block6,7.2,25,Northern Africa
T048,Africa,Block6,7.1,25,Northern Africa
T048,Africa,Block6,7.3,25,Northern Africa
T048,Africa,Block6,7.4,24,Northern Africa
T048,Africa,Block6,8.2,25,Northern Africa
T049,Africa,Block1,6.5,21,Northern Africa
T049,Africa,Block1,7.8,23,Northern Africa
T049,Africa,Block1,7.4,24,Northern Africa
T049,Africa,Block1,8.8,26,Northern Africa
T049,Africa,Block1,8.2,26,Northern Africa
T050,Africa,Block5,9.4,34,Northern Africa
T050,Africa,Block5,9.7,34,Northern Africa
T050,Africa,Block5,10,33,Northern Africa
T050,Africa,Block5,9.2,33,Northern Africa
T050,Africa,Block5,9.4,37,Northern Africa
T051,Africa,Block3,9.6,27,Northern Africa
T051,Africa,Block3,8.5,30,Northern Africa
T051,Africa,Block3,8.7,36,Northern Africa
T051,Africa,Block3,7.3,27,Northern Africa
T051,Africa,Block3,7.9,31,Northern Africa
T052,Africa,Block3,7.1,34,Northern Africa
T052,Africa,Block3,7,32,Northern Africa
T052,Africa,Block3,7.7,31,Northern Africa
T052,Africa,Block3,6.4,32,Northern Africa
T052,Africa,Block3,7.5,30,Northern Africa
T053,Africa,Block3,7.9,23,Northern Africa
T053,Africa,Block3,7.6,25,Northern Africa
T053,Africa,Block3,8,23,Northern Africa
T053,Africa,Block3,7.2,21,Northern Africa
T053,Africa,Block3,10.1,27,Northern Africa
T054,Africa,Block4,7.1,27,Northern Africa
T054,Africa,Block4,7.5,27,Northern Africa
T054,Africa,Block4,7.2,29,Northern Africa
T054,Africa,Block4,7.7,30,Northern Africa
T054,Africa,Block4,7.4,28,Northern Africa
T055,Africa,Block1,8.6,28,Northern Africa
T055,Africa,Block1,8.3,25,Northern Africa
T055,Africa,Block1,8.2,24,Northern Africa
T055,Africa,Block1,9.3,24,Northern Africa
T055,Africa,Block1,8.2,27,Northern Africa
T056,Africa,Block7,9,25,Northern Africa
T056,Africa,Block7,8.6,26,Northern Africa
T056,Africa,Block7,8.2,25,Northern Africa
T056,Africa,Block7,8.4,26,Northern Africa
T056,Africa,Block7,8.3,31,Northern Africa
T057,Africa,Block4,8,22,Northern Africa
T057,Africa,Block4,7.2,26,Northern Africa
T057,Africa,Block4,7.5,28,Northern Africa
T057,Africa,Block4,8.1,24,Northern Africa
T057,Africa,Block4,7.8,26,Northern Africa
T058,Africa,Block2,8.4,32,Northern Africa
T058,Africa,Block2,7.5,29,Northern Africa
T058,Africa,Block2,8,30,Northern Africa
T058,Africa,Block2,,,Northern Africa
T058,Africa,Block2,,,Northern Africa
T059,Africa,Block5,9.2,31,Northern Africa
T059,Africa,Block5,9.4,32,Northern Africa
T059,Africa,Block5,10.1,36,Northern Africa
T059,Africa,Block5,10.6,31,Northern Africa
T059,Africa,Block5,10.2,34,Northern Africa
T060,Africa,Block4,9,31,Northern Africa
T060,Africa,Block4,9.9,36,Northern Africa
T060,Africa,Block4,10.3,36,Northern Africa
T060,Africa,Block4,9.6,37,Northern Africa
T060,Africa,Block4,8.2,26,Northern Africa
T061,Africa,Block4,9.3,25,Northern Africa
T061,Africa,Block4,11.4,25,Northern Africa
T061,Africa,Block4,8.6,30,Northern Africa
T061,Africa,Block4,10.4,28,Northern Africa
T061,Africa,Block4,8.8,25,Northern Africa
T062,Africa,Block8,10.5,35,Northern Africa
T062,Africa,Block8,10.2,31,Northern Africa
T062,Africa,Block8,8.3,29,Northern Africa
T062,Africa,Block8,8.9,32,Northern Africa
T062,Africa,Block8,9.8,35,Northern Africa
T063,Africa,Block3,7.7,29,Northern Africa
T063,Africa,Block3,7.5,31,Northern Africa
T063,Africa,Block3,7.2,30,Northern Africa
T063,Africa,Block3,8.3,25,Northern Africa
T063,Africa,Block3,7.7,27,Northern Africa
T064,Africa,Block2,7.1,29,Northern Africa
T064,Africa,Block2,7.7,30,Northern Africa
T064,Africa,Block2,7.5,27,Northern Africa
T064,Africa,Block2,8.1,31,Northern Africa
T064,Africa,Block2,7.5,27,Northern Africa
T065,Africa,Block8,8.8,23,Northern Africa
T065,Africa,Block8,7.1,19,Northern Africa
T065,Africa,Block8,7.2,30,Northern Africa
T065,Africa,Block8,7.8,25,Northern Africa
T065,Africa,Block8,6.7,27,Northern Africa
T066,Africa,Block6,9.9,29,Northern Africa
T066,Africa,Block6,11.2,26,Northern Africa
T066,Africa,Block6,9.5,24,Northern Africa
T066,Africa,Block6,8.6,27,Northern Africa
T066,Africa,Block6,9.7,26,Northern Africa
T067,Africa,Block8,6.6,25,Western Africa
T067,Africa,Block8,7.2,24,Western Africa
T067,Africa,Block8,7.7,25,Western Africa
T067,Africa,Block8,6.5,29,Western Africa
T067,Africa,Block8,7.4,24,Western Africa
T068,Africa,Block8,6.8,21,Western Africa
T068,Africa,Block8,6.7,23,Western Africa
T068,Africa,Block8,6.8,21,Western Africa
T068,Africa,Block8,7.5,21,Western Africa
T068,Africa,Block8,6.2,22,Western Africa
T069,Africa,Block1,6.1,20,Western Africa
T069,Africa,Block1,6.5,23,Western Africa
T069,Africa,Block1,6.6,28,Western Africa
T069,Africa,Block1,6.2,20,Western Africa
T069,Africa,Block1,6.5,27,Western Africa
T070,Africa,Block7,6.7,26,Central Africa
T070,Africa,Block7,6.3,20,Central Africa
T070,Africa,Block7,6.7,27,Central Africa
T070,Africa,Block7,6.8,23,Central Africa
T070,Africa,Block7,6.9,23,Central Africa
T071,Africa,Block7,7.6,22,Central Africa
T071,Africa,Block7,7.2,24,Central Africa
T071,Africa,Block7,7.2,19,Central Africa
T071,Africa,Block7,8,25,Central Africa
T071,Africa,Block7,8.1,23,Central Africa
T072,Africa,Block7,5.9,23,Central Africa
T072,Africa,Block7,6.9,22,Central Africa
T072,Africa,Block7,6.8,22,Central Africa
T072,Africa,Block7,6.2,20,Central Africa
T072,Africa,Block7,6.1,21,Central Africa
T073,Africa,Block3,6.8,20,Eastern Africa
T073,Africa,Block3,6.5,21,Eastern Africa
T073,Africa,Block3,7.4,25,Eastern Africa
T073,Africa,Block3,6.8,19,Eastern Africa
T073,Africa,Block3,7.2,21,Eastern Africa
T074,Africa,Block4,7.4,26,Northern Africa
T074,Africa,Block4,6.9,25,Northern Africa
T074,Africa,Block4,7.4,24,Northern Africa
T074,Africa,Block4,6.1,22,Northern Africa
T074,Africa,Block4,6.9,21,Northern Africa
T075,Africa,Block2,10.5,26,Northern Africa
T075,Africa,Block2,8.9,21,Northern Africa
T075,Africa,Block2,8.3,25,Northern Africa
T075,Africa,Block2,7.2,26,Northern Africa
T075,Africa,Block2,8.4,23,Northern Africa
T076,Africa,Block8,6.9,24,Northern Africa
T076,Africa,Block8,6.8,31,Northern Africa
T076,Africa,Block8,6.1,26,Northern Africa
T076,Africa,Block8,8.1,12,Northern Africa
T076,Africa,Block8,7.1,31,Northern Africa
T077,Africa,Block7,8.5,25,Eastern Africa
T077,Africa,Block7,6.8,22,Eastern Africa
T077,Africa,Block7,7.6,20,Eastern Africa
T077,Africa,Block7,7.8,17,Eastern Africa
T077,Africa,Block7,7.3,24,Eastern Africa
T078,Africa,Block1,8.3,26,Eastern Africa
T078,Africa,Block1,7,20,Eastern Africa
T078,Africa,Block1,12.1,24,Eastern Africa
T078,Africa,Block1,6.4,21,Eastern Africa
T078,Africa,Block1,7.6,28,Eastern Africa
T079,Africa,Block5,5.7,23,Eastern Africa
T079,Africa,Block5,6.2,21,Eastern Africa
T079,Africa,Block5,6.2,24,Eastern Africa
T079,Africa,Block5,6.8,26,Eastern Africa
T079,Africa,Block5,6,24,Eastern Africa
T080,Africa,Block3,7.4,24,Eastern Africa
T080,Africa,Block3,7.5,25,Eastern Africa
T080,Africa,Block3,7.3,18,Eastern Africa
T080,Africa,Block3,7.7,23,Eastern Africa
T080,Africa,Block3,7.7,20,Eastern Africa
T081,Africa,Block6,8.2,24,Eastern Africa
T081,Africa,Block6,7.5,25,Eastern Africa
T081,Africa,Block6,7.5,27,Eastern Africa
T081,Africa,Block6,8,24,Eastern Africa
T081,Africa,Block6,7.1,25,Eastern Africa
T082,Africa,Block1,7.3,25,Central Africa
T082,Africa,Block1,7.8,23,Central Africa
T082,Africa,Block1,6,21,Central Africa
T082,Africa,Block1,7.2,23,Central Africa
T082,Africa,Block1,6.9,22,Central Africa
T083,Africa,Block1,7.7,24,Eastern Africa
T083,Africa,Block1,7.1,25,Eastern Africa
T083,Africa,Block1,7.6,21,Eastern Africa
T083,Africa,Block1,7.4,21,Eastern Africa
T083,Africa,Block1,7.5,19,Eastern Africa
T084,Africa,Block3,8.1,27,Eastern Africa
T084,Africa,Block3,8.1,28,Eastern Africa
T084,Africa,Block3,7.8,26,Eastern Africa
T084,Africa,Block3,7,24,Eastern Africa
T084,Africa,Block3,8.5,27,Eastern Africa
T085,Africa,Block3,6.5,27,Eastern Africa
T085,Africa,Block3,7,23,Eastern Africa
T085,Africa,Block3,7.1,27,Eastern Africa
T085,Africa,Block3,7.5,25,Eastern Africa
T085,Africa,Block3,6.9,24,Eastern Africa
T086,Africa,Block8,7.9,25,Northern Africa
T086,Africa,Block8,7.2,25,Northern Africa
T086,Africa,Block8,6.7,25,Northern Africa
T086,Africa,Block8,7.4,23,Northern Africa
T086,Africa,Block8,6.7,23,Northern Africa
T087,Africa,Block4,8,25,Northern Africa
T087,Africa,Block4,7.2,25,Northern Africa
T087,Africa,Block4,6.9,23,Northern Africa
T087,Africa,Block4,6.9,25,Northern Africa
T087,Africa,Block4,7.4,25,Northern Africa
T088,Africa,Block7,8.6,29,Northern Africa
T088,Africa,Block7,8.3,30,Northern Africa
T088,Africa,Block7,8.3,28,Northern Africa
T088,Africa,Block7,8,29,Northern Africa
T088,Africa,Block7,7.9,26,Northern Africa
T089,Africa,Block6,8.4,32,Northern Africa
T089,Africa,Block6,7.7,27,Northern Africa
T089,Africa,Block6,8.4,25,Northern Africa
T089,Africa,Block6,7.1,24,Northern Africa
T089,Africa,Block6,9,26,Northern Africa
T090,Africa,Block3,7.1,24,Northern Africa
T090,Africa,Block3,7.7,25,Northern Africa
T090,Africa,Block3,8.3,22,Northern Africa
T090,Africa,Block3,7.6,21,Northern Africa
T090,Africa,Block3,7.7,21,Northern Africa
T091,Africa,Block4,8.3,20,Northern Africa
T091,Africa,Block4,7.4,21,Northern Africa
T091,Africa,Block4,7.4,23,Northern Africa
T091,Africa,Block4,,,Northern Africa
T091,Africa,Block4,,,Northern Africa
T092,Africa,Block2,8.5,28,Northern Africa
T092,Africa,Block2,7.7,24,Northern Africa
T092,Africa,Block2,8.8,26,Northern Africa
T092,Africa,Block2,8.3,24,Northern Africa
